Year,State,conf_policia,percep_ausencia_corrupcion_sistjud,percep_conf_jueces,percep_inseguridad,iden_polfed_efectivo,porcentaje_victimas_hogares,porcentaje_victimas_mujeres,tasa_incid_delictiva,tasa_inseg_localidad,tasa_inseg_estado,tasa_inseg_municipio,tasa_prev_delictiva,tasa_prev_delictiva_hombres,tasa_prev_delictiva_mujeres,Number_crimes,Regiones
2017-01-01,21,46.5654597456158,24.1068064608915,54.4691073938883,43.9417598424462,448214.0,32.0212298942856,25.718768101135,33268.889962945,43941.7598424462,68452.53700887751,64614.4740104674,25931.5519344519,26148.4360476725,25718.768101135,26518,6
2017-01-01,22,53.2213241135993,29.6442297035397,60.8874337629815,39.2323318007671,761902.0,28.9154965661011,21.6546561339428,31673.3280465239,39232.3318007671,73664.53054708416,62707.6688235984,23926.3018768172,26832.8366231096,21654.6561339428,35179,0
2017-01-01,23,57.7243013984472,34.161026324431,65.8976353602433,31.9421988972145,902985.0,28.3874354854929,23.3916890014908,28747.6346627352,31942.1988972145,74546.05950681567,63451.6591977986,23803.9847858467,24259.1924495643,23391.6890014907,22931,3
2017-01-01,24,55.8226023181471,30.1821767837828,58.5359492648077,44.3071989927902,1101886.0,36.9188640383932,31.7231486333969,39758.8267800375,44307.1989927901,57362.22176320733,60277.2285992505,31183.7522166833,30554.9937764138,31723.1486333969,25969,3
2017-01-01,25,43.7754226856869,24.155406380412,59.9348336786936,64.3732216153205,623617.0,40.6636187350395,31.0890292723288,45603.705245782,64373.2216153205,88834.87982607797,86617.5092654303,33588.5541214226,36440.2612632984,31089.0292723288,60395,6
2017-01-01,26,52.7609055472005,48.601080710181,59.1340595248307,38.4978501962053,1186345.0,21.4512323865354,18.9116177297652,23705.8612747166,38497.8501962053,85232.43144167631,70560.1979530737,18804.4893720647,18677.4637785607,18911.6177297651,47163,2
2017-01-01,27,54.6965527911243,18.9794075464348,55.4420383518955,44.88521361018,418378.0,35.7695963198336,28.9936256917175,33847.2193748926,44885.21361018,59078.24502619252,55779.3847500309,30212.0444811365,31630.2134914716,28993.6256917175,6964,5
2017-01-01,28,45.5517920767284,27.3610942861438,55.0222649049345,44.691953515837,1590424.0,20.2458893332106,15.9130367503803,18299.6750504693,44691.953515837,89915.01397232144,73965.2019731211,16511.9847100853,17185.9514475266,15913.0367503803,66379,5
2017-01-01,29,70.91194118601,31.3414729344549,65.1128003561339,30.4941483306409,637888.0,26.6882146628513,21.1672151209022,24097.6893923429,30494.1483306409,27196.512985524223,34618.0810023179,20999.0046912436,20821.8853497757,21167.2151209022,24390,6
2017-01-01,30,70.6960764288519,33.2633339070991,61.5860525733396,39.6254656541183,553600.0,29.9555489097928,23.6068876094037,34642.1199611462,39625.4656541184,84427.0898173774,70373.3851737644,24958.0727901893,26264.6843700087,23606.8876094037,18874,0
2018-01-01,0,63.7197316221038,28.3318161410041,65.1806419989043,50.897614707172,371182.0,35.0964092362987,32.9113228847777,36499.5656202299,50897.614707172,60889.1512400056,58662.704208054,31617.6258201557,30060.7805267319,32911.3228847777,38834,0
2018-01-01,1,48.3236482696601,32.2893996292704,65.41764711532,53.2294051869651,1091826.0,38.0787608120895,34.6951334305144,42724.9316951575,53229.4051869651,72656.2703747408,71790.4253914859,33836.3996000454,32896.9423050465,34695.1334305144,103028,3
2018-01-01,2,53.6054949837103,34.8717948717949,64.1701887855734,37.0215685433729,251682.0,28.2311846243804,26.2071525627915,28376.6876965813,37021.5685433729,65287.0803138802,63555.4221517088,25590.8504003033,25028.8225393855,26207.1525627915,23438,3
2018-01-01,3,53.1342613183494,34.8294242436847,69.0741191920752,43.184996851164,284612.0,25.6308834829083,21.3519090292944,26466.1203128163,43184.996851164,57849.6653482706,59131.2337967774,23106.1191131372,24845.1637949055,21351.9090292944,2157,6
2018-01-01,4,54.134011292558,29.283778156074,61.1796874429207,38.7619393892927,842713.0,20.323917616859,14.6789797952096,19409.426502662,38761.9393892927,71365.5318980709,64562.8203853429,15957.7405841607,17496.7907909426,14678.9797952096,28892,7
2018-01-01,5,53.2184559599245,35.901117836787,62.4074661696718,37.4485981489708,923983.0,26.4883910959368,22.7401956745772,28621.9335160819,37448.5981489708,80851.9545215588,68845.5994894248,23796.1371509654,24942.5100680935,22740.1956745772,68898,3
2018-01-01,6,30.0097471272377,14.2911477237583,41.7927759704656,67.4029754881769,2257706.0,51.459961056411,40.4726766633218,69715.8965288525,67402.9754881769,88316.682607613,78445.5279245819,42602.6765432726,45129.7075486433,40472.6766633218,240062,1
2018-01-01,7,57.0013291038296,38.69313840837,63.8916659475546,31.9295847231471,999567.0,23.9765154278955,19.8183134071082,24813.0983470038,31929.5847231471,64044.8691056982,49791.9557528268,20582.3824384594,21412.0956676126,19818.3134071082,56307,2
2018-01-01,8,60.4600707198339,32.710191039314,53.9976239570674,49.460765519362,255482.0,29.4882998761263,23.3546035280194,28375.5931117107,49460.765519362,80496.8321635052,73242.3157662976,23923.8413610525,24536.7201945,23354.6035280194,24494,4
2018-01-01,9,50.0770780687029,34.4453274492655,59.7275806802492,31.9447660274156,451082.0,23.6361845926289,19.3818097114217,22586.4745361937,31944.7660274156,60440.0093958155,50904.5150249157,20218.7353177691,21147.5578230128,19381.8097114217,31903,3
2018-01-01,10,57.004586423377,35.442572185,56.6630347169787,57.0327849925338,1323093.0,32.3948617433139,25.5340230776328,38067.496644711,57032.7849925338,83029.1513462079,82664.27632096,27191.1783103853,29159.4013878077,25534.0230776328,133749,0
2018-01-01,11,55.705179543442,27.6785200253315,64.0750904620869,40.0260606956558,958543.0,27.7876088736326,23.8852231323558,43051.1567536466,40026.0606956558,84239.7837426876,74019.9362209879,25030.211998324,26393.0013582215,23885.2231323558,27695,7
2018-01-01,12,54.2578138188649,27.9211353923071,61.7689881640369,47.6840980462326,691129.0,26.1737073580922,22.2897181938006,25987.4512096012,47684.0980462326,63284.2311388466,60992.8568269273,22535.5808885802,22826.6124255777,22289.7181938006,51222,5
2018-01-01,13,57.4864453194001,26.0841109378607,53.266840317619,47.4117290517284,2385261.0,37.4851067729814,29.3272803178986,40542.7479545458,47411.7290517284,73575.1532201967,64698.9103772827,30445.0744205945,31673.8545599876,29327.2803178986,157758,4
2018-01-01,14,49.2441225762787,21.8096503837913,51.8140109368513,39.2404273987734,1074038.0,22.7480700266751,17.1637714665067,22998.7645459706,39240.4273987734,81942.5099911112,65877.1339874666,18520.3374740217,20092.615215569,17163.7714665067,45190,4
2018-01-01,15,45.5370666871506,22.347532683631,51.2307249241797,56.3156505142691,584603.0,39.458499856012,29.5517924832466,45311.9964196094,56315.6505142691,86448.5756073066,77655.3904193504,31511.7298606547,33886.2666187344,29551.7924832466,44936,1
2018-01-01,16,57.330990664705,35.7547113608833,61.0709533927756,35.2704397404248,416229.0,26.1201366156216,20.9941808310481,23670.2288774661,35270.4397404248,83541.5375619844,67567.0977493174,22063.1953995652,23251.8248780453,20994.1808310481,4545,4
2018-01-01,17,70.8023478363919,35.5709360607941,62.8227341716694,43.9883382453055,1918755.0,29.6475237102023,24.5530618089702,27804.9134276785,43988.3382453055,75102.3831423675,60753.9112601183,25147.7149543664,25775.9113399415,24553.0618089702,81125,2
2018-01-01,18,59.0910775825583,29.8872834115249,59.3526865196124,37.5510799873542,868999.0,23.1323092611984,17.7990726183817,26221.0214103145,37551.0799873542,76595.9218163534,58760.9284216348,17756.6570101988,17703.8874339506,17799.0726183817,41989,7
2018-01-01,19,53.4945537984049,23.7716593900433,56.0168947872661,57.5004185739648,1308057.0,34.654523609683,28.0864379373777,37646.5383662831,57500.4185739648,81369.4506934099,72155.3689640567,29576.4439317258,31239.2456608844,28086.4379373777,61172,5
2018-01-01,20,60.3970435996822,31.5644431882419,59.7811067144024,46.2381789920024,625525.0,33.8881373974892,26.0064255855584,32756.1839138964,46238.1789920024,62010.4261026185,59152.4473848388,29147.0550409335,32986.262340302,26006.4255855584,57655,0
2018-01-01,21,46.8213845140881,26.4304857214571,53.4087136761479,50.5022917460488,464048.0,31.7823895950614,25.6219790234204,33243.0477196916,50502.2917460488,73292.9965570533,69766.0006665968,26311.3018329543,27006.5330520858,25621.9790234204,34043,6
2018-01-01,22,51.6429864176231,36.2665014060646,61.5554219906636,44.6671424795136,798483.0,31.0546884951874,25.1460390738405,32341.9978548725,44667.1424795136,81291.8318794607,71876.4472640761,26024.6952522174,27062.3041333759,25146.0390738405,38362,0
2018-01-01,23,61.8096915925541,37.0536416301319,66.8215069725313,30.3928264735386,979610.0,28.4837583446595,24.0938965444234,29507.1304398721,30392.8264735386,72647.4868529045,61139.9785694744,23063.6559263625,21929.9497941799,24093.8965444234,23486,3
2018-01-01,24,54.8005305410122,28.2825985394281,56.3278131582614,43.8863825846191,1200274.0,36.2569714770083,33.4199085262739,50860.6300928105,43886.3825846191,66946.4838251915,65736.8630826195,31853.2313636991,30225.4342925341,33419.9085262739,18197,3
2018-01-01,25,43.0932278294541,27.7437249706566,57.9697882505622,67.8036150956095,638063.0,36.9711654744611,29.0245022919552,36546.4169449558,67803.6150956095,91935.6126342888,86588.4423548601,30307.7571517603,31797.0431310588,29024.5022919552,58272,6
2018-01-01,26,55.4539796823991,36.9077561781239,63.381263352475,46.0662377832176,1280087.0,22.0912248836417,19.2684147375586,25368.2861632485,46066.2377832176,86381.7189820255,73581.7965274583,19312.6948508165,19363.8649069112,19268.4147375586,44048,2
2018-01-01,27,53.3014996844623,20.2419325631089,49.9768610738876,50.5054825715726,442783.0,37.5697456318377,29.4487972677663,40335.9482484919,50505.4825715726,68834.5033549238,62573.0132257689,31512.2632024553,33912.8734217669,29448.7972677663,6369,5
2018-01-01,28,47.4393894310799,29.7483712360553,51.1799135927674,45.8562887172077,1926545.0,20.7152277957746,15.6330006225378,25349.9291559798,45856.2887172077,88845.806741992,71351.6102950537,16001.4717767013,16414.0762260318,15633.0006225378,60758,5
2018-01-01,29,70.7308187617577,31.7963573326643,67.7398507502404,31.1724866832876,715192.0,23.4372185479025,18.666023182008,26462.4067197514,31172.4866832876,32496.0203859982,37035.1470430901,18635.1727428263,18600.3825724126,18666.023182008,13129,6
2018-01-01,30,62.4682362911106,46.8544475799209,73.6268448286852,44.875963756678,499606.0,25.5848110094696,20.2220496755826,26670.4414648207,44875.963756678,89450.2792617776,75183.4552574065,22140.8702433346,24241.3347740369,20222.0496755826,21070,0
2019-01-01,0,65.702506738933,29.4365667431451,59.643810885019,46.7634818815865,258942.5,36.2397576548054,32.0827564650984,48442.5744316637,49335.35682666045,57738.2375537289,54615.18530845375,33246.3030807216,34570.6519012456,32082.7564650984,38429,0
2019-01-01,1,51.7793584779592,29.6758580178422,58.8630640967067,50.1640949005789,747979.5,32.1039200851468,30.6450423776298,35654.7988377283,49804.427675209095,68435.07235383069,68583.76959879445,30122.4844628172,29580.4826273574,30645.0423776298,104013,3
2019-01-01,2,54.0468583599574,30.3470571216524,60.4676906046769,36.1712860653013,187270.0,18.0391630901288,15.3565751761599,18887.1872594685,31953.657566548653,50494.4424666768,49294.009917315154,15896.1459416138,16451.4892808492,15356.5751761599,22644,3
2019-01-01,3,60.4807282729076,27.4047596045471,65.8202642793504,42.8564359033958,194202.5,20.0966918355152,16.7259687008243,18595.4709949149,42461.7905936465,56975.1547842605,53246.586064954055,16858.1743196708,17002.8351311592,16725.9687008243,2312,6
2019-01-01,4,54.499585625063,31.5186344956449,62.8605436263281,40.7142266030367,640276.5,14.4988200197627,12.3626868792864,13902.777902679,39427.38198203685,69163.1428494883,65086.9609933126,12258.0070414302,12142.1020996124,12362.6868792864,23294,7
2019-01-01,5,53.9249195116383,29.2279845889968,66.097344446264,34.0995381629667,658899.5,22.9889468836352,20.8598803697508,23132.5892354423,36489.04850467736,78261.9114059313,70647.1923866592,20843.4425642128,20825.7924813125,20859.8803697508,71837,3
2019-01-01,6,34.362683680722,12.0884120463111,39.2095881574033,68.6012281873499,1456652.0,43.7680722179265,35.2381804363831,62008.2324545219,64740.189300908605,87047.8262694749,76845.85892711955,37253.7659077479,39555.5179702973,35238.1804363831,242839,1
2019-01-01,7,60.393522812369,38.5093970618284,65.2189867769767,31.7137233487721,690416.5,20.5304557710611,17.1380370196842,21895.714604677,30141.22847318695,58539.6001762019,47266.05099174736,17455.7203878378,17811.5236771477,17138.0370196842,52937,2
2019-01-01,8,59.571532982231,33.1249718936907,60.8650961396386,50.1784342214988,177113.5,23.7850920821067,20.2746867033229,29280.3384973329,46006.1935989787,76913.1085600951,68335.2385304149,20267.8115423902,20260.1217959073,20274.6867033229,26554,4
2019-01-01,9,54.4724602374226,37.661913972123,67.3642019900729,33.0690700827763,319247.0,19.7591739365666,16.1164434291832,21373.4379991208,31974.7129298308,57389.15660843895,49081.451361479296,17097.5643697755,18159.989328116,16116.4434291832,30338,3
2019-01-01,10,67.9765573289498,33.463559749439,65.2191312229101,57.6987319364046,992465.0,31.1999965793965,25.263333586094,50894.0759187006,56272.9072857024,83637.5268472859,81599.59494530904,26980.3082247384,29236.0066829102,25263.333586094,137658,0
2019-01-01,11,49.7849182160486,21.7758808805597,52.7531395075198,43.0223874043775,656901.5,24.0403403970235,20.0584374135455,30863.5300444385,42230.67282436425,86367.88250792415,79827.8467463692,20799.2492659319,21649.8101703277,20058.4374135455,27344,7
2019-01-01,12,55.0360648617129,25.2973235945749,57.2831405962031,42.9120446005455,530480.0,19.6708345624871,14.8039398577965,20732.4532834658,46203.2505014874,64680.08770575005,64910.256057572406,16609.504519675,18856.9713908852,14803.9398577964,49750,5
2019-01-01,13,58.1438630864851,21.7367726066323,52.6364864462925,51.5389988209702,1620374.5,31.5794061923275,26.0801788175764,34703.0769138476,54758.92282949315,78343.95102854786,71168.89778652355,27293.4419218906,28715.0479477499,26080.1788175764,153277,4
2019-01-01,14,52.5073864642351,29.2357737808703,56.0665262122529,43.2852510797718,759869.0,19.7214627068741,15.7803308528539,20413.6467155121,41296.184132399954,82471.2517462775,66011.95807756975,16112.4633612835,16499.235815875,15780.3308528539,46753,4
2019-01-01,15,49.3503501817094,20.7181444427295,54.6637293558028,57.8482893923891,403836.0,33.5470497082354,25.4853918960222,40298.4722189425,54623.89607776635,86855.6941594313,79186.12242658634,27447.0302891281,29736.9025180913,25485.3918960222,43191,1
2019-01-01,16,57.5976623132847,37.8714161150352,62.5681692713305,30.332041723413,314169.0,15.2326187259666,14.5029150046026,18213.6694638945,30797.75932744785,67969.3294181526,57880.4681372114,13731.0513344472,12791.6177476315,14502.9150046026,4642,4
2019-01-01,17,68.4767047546707,31.2595815700066,62.4594385170173,46.0189424306042,1357217.0,27.7199763981522,24.4479414123379,28319.1535194,41531.78201069861,73504.6217120378,57312.4137325814,24539.9177623454,24630.8678974644,24447.9414123379,75871,2
2019-01-01,18,58.3602001142285,20.0022326331748,55.3995513127523,37.3323529887282,613695.0,19.148166434367,15.2914187442744,22068.6324962812,37208.42549734675,75964.59953701975,61598.6527645847,16529.7376219104,18094.6422156112,15291.4187442744,43788,7
2019-01-01,19,53.0040870435768,25.7475327510248,53.5628332204076,63.3960211720491,913941.0,31.6001103274179,22.1380320217249,33013.6902031531,57988.346616873605,84415.52296327444,75313.75849998649,25380.5025937432,29185.3354667721,22138.0320217249,76557,5
2019-01-01,20,58.9889351843501,25.5589279692118,54.1113690015672,51.8734957426583,441142.0,32.013069009956,26.5663402726285,36033.7927210232,45368.5691133299,55457.567771166,54504.5713624752,27959.1571876716,29666.3714890519,26566.3402726285,60358,0
2019-01-01,21,46.6143839893638,19.6343239776507,50.0980498728178,53.3046427545589,317028.5,29.6082761911303,23.9565957125033,35534.6361260694,49474.2304474148,78197.5002496173,74223.0271620325,25407.425278364,26955.8171740681,23956.5957125033,45896,6
2019-01-01,22,54.2555894395939,32.9223829693603,62.0912041366412,45.4613441527751,597271.0,24.2093044897672,17.5363697812496,29384.3015841235,47724.40634855495,80767.75357492766,72635.80085020485,20042.0565494889,22905.6785217984,17536.3697812496,52288,0
2019-01-01,23,60.1285983598135,32.0365687340912,61.637338427815,29.4170234679337,726739.5,26.1254085907647,21.5269393738059,25944.7314801339,30084.89833268365,70029.83314393935,58775.4280094471,21153.3073788386,20735.7160537465,21526.9393738059,23443,3
2019-01-01,24,55.4283268957057,30.8944378588913,58.5901442492726,44.8604452058772,850661.5,25.4115358029748,18.4224485558291,25646.0257163488,43651.60391345395,67659.4170685899,65446.98179134295,21588.8613317427,24938.4411490001,18422.4485558291,23438,3
2019-01-01,25,50.4011068754646,29.7558018435329,62.6956616355525,66.1273801675619,426610.5,28.6992732615414,24.6178977806151,32147.6248879664,64464.26112995519,91001.95939405943,87229.82719841355,24901.3514788433,25225.9864850848,24617.8977806151,56561,6
2019-01-01,26,54.7434631837396,33.3696969017118,57.4234962869899,42.9431968193775,948909.0,18.9623065115162,16.2338067413861,21953.9703370358,40858.6296742833,83094.33687026269,69805.31253426835,16125.3652149508,16007.9790743342,16233.8067413861,42413,2
2019-01-01,27,56.1771763957556,17.8367277728583,54.2856604555646,50.8532648957562,331613.0,30.3421928692642,23.8229957157682,30177.0979757667,49799.76216729915,68291.5948202625,62966.56193979895,25458.2168539314,27428.8655280183,23822.9957157682,4411,5
2019-01-01,28,51.989056341247,31.4674094489867,56.4100492267913,44.490948017375,1420017.5,17.0538866289527,14.2408348166004,19542.2620860218,43509.7613481595,87452.1963283603,71259.5391290902,14108.4150133295,13961.2327192011,14240.8348166004,89503,5
2019-01-01,29,72.0432544006316,29.9597095125965,63.6035036640837,30.1677242033053,488601.0,20.1872399763313,15.1781536122645,17685.6140819336,26743.143561204,29533.01373857395,31094.8841176946,15436.6979304582,15742.1139772304,15178.1536122645,16419,6
2019-01-01,30,65.4256978381904,42.1676117909373,68.877174809951,39.5500278912186,387117.0,21.0721871855744,16.271232620116,22362.6732861777,42841.94535969015,87137.54126599996,77563.8922252212,17601.4570587961,19085.9147408648,16271.232620116,23952,0
2020-01-01,0,67.4543240936614,27.7741868604949,59.766820737344,47.7730989461489,146703.0,36.2397576548054,32.0827564650984,48442.5744316637,47773.0989461489,54587.3238674522,50567.6664088535,33246.3030807216,34570.6519012456,32082.7564650984,33626,0
2020-01-01,1,51.0124184515358,33.28988337375,57.1060359372156,46.3794501634531,404133.0,32.1039200851468,30.6450423776298,35654.7988377283,46379.4501634531,64213.8743329206,65377.113806103,30122.4844628172,29580.4826273574,30645.0423776298,92168,3
2020-01-01,2,57.5053074861658,37.3090802282645,58.9039946290701,26.8857465897244,122858.0,18.0391630901288,15.3565751761599,18887.1872594685,26885.7465897244,35701.8046194734,35032.5976829215,15896.1459416138,16451.4892808492,15356.5751761599,18254,3
2020-01-01,3,61.8574629611049,30.6788364238993,63.2157788351685,41.738584336129,103793.0,20.0966918355152,16.7259687008243,18595.4709949149,41738.584336129,56100.6442202504,47361.9383331307,16858.1743196708,17002.8351311592,16725.9687008243,2003,6
2020-01-01,4,55.4218403786346,23.6492290997875,64.0879564739039,40.092824574781,437840.0,14.4988200197627,12.3626868792864,13902.777902679,40092.824574781,66960.7538009057,65611.1016012823,12258.0070414302,12142.1020996124,12362.6868792864,17269,7
2020-01-01,5,52.4387620247718,28.4042597102406,64.0673628596194,35.5294988603839,393816.0,22.9889468836352,20.8598803697508,23132.5892354423,35529.4988603839,75671.8682903038,72448.7852838936,20843.4425642128,20825.7924813125,20859.8803697508,66832,3
2020-01-01,6,40.1838974358974,12.4779285188445,43.5326178206569,62.0774031136403,655598.0,43.7680722179265,35.2381804363831,62008.2324545219,62077.4031136403,85778.9699313368,75246.1899296572,37253.7659077479,39555.5179702973,35238.1804363831,198112,1
2020-01-01,7,61.7128624472944,38.5205637607284,74.2511872086438,28.3528722232268,381266.0,20.5304557710611,17.1380370196842,21895.714604677,28352.8722232268,53034.3312467056,44740.1462306679,17455.7203878378,17811.5236771477,17138.0370196842,48461,2
2020-01-01,8,64.8332251784556,32.224008282476,60.6173714036618,42.5516216785954,98745.0,23.7850920821067,20.2746867033229,29280.3384973329,42551.6216785954,73329.384956685,63428.1612945322,20267.8115423902,20260.1217959073,20274.6867033229,25370,4
2020-01-01,9,56.1215166005315,26.6831202841075,65.0687189728421,32.004659832246,187412.0,19.7591739365666,16.1164434291832,21373.4379991208,32004.659832246,54338.3038210624,47258.3876980429,17097.5643697755,18159.989328116,16116.4434291832,26024,3
2020-01-01,10,58.8381536585679,24.8309744303383,59.0046036803672,55.513029578871,661837.0,31.1999965793965,25.263333586094,50894.0759187006,55513.029578871,84245.9023483639,80534.9135696581,26980.3082247384,29236.0066829102,25263.333586094,122870,0
2020-01-01,11,52.6610530223954,25.7094039078073,57.7131886201417,44.4352849530727,355260.0,24.0403403970235,20.0584374135455,30863.5300444385,44435.2849530727,88495.9812731607,85635.7572717505,20799.2492659319,21649.8101703277,20058.4374135455,23874,7
2020-01-01,12,55.2514876273308,25.152101014735,50.4913472636381,44.7224029567422,369831.0,19.6708345624871,14.8039398577965,20732.4532834658,44722.4029567422,66075.9442726535,68827.6552882175,16609.504519675,18856.9713908852,14803.9398577964,41260,5
2020-01-01,13,58.3212080789424,28.1495742147277,55.9940710287685,62.1061166072579,855488.0,31.5794061923275,26.0801788175764,34703.0769138476,62106.1166072579,83112.748836899,77638.8851957644,27293.4419218906,28715.0479477499,26080.1788175764,126047,4
2020-01-01,14,54.037736825684,26.1181467919651,57.9046463202257,43.3519408660265,445700.0,19.7214627068741,15.7803308528539,20413.6467155121,43351.9408660265,82999.9935014438,66146.7821676729,16112.4633612835,16499.235815875,15780.3308528539,45888,4
2020-01-01,15,46.7442063729897,20.8687376792876,53.1197365539014,52.9321416412636,223069.0,33.5470497082354,25.4853918960222,40298.4722189425,52932.1416412636,87262.812711556,80716.8544338223,27447.0302891281,29736.9025180913,25485.3918960222,40491,1
2020-01-01,16,62.4750642488723,33.5491290089016,66.2538864517229,26.3250789144709,212109.0,15.2326187259666,14.5029150046026,18213.6694638945,26325.0789144709,52397.1212743208,48193.8385251054,13731.0513344472,12791.6177476315,14502.9150046026,4165,4
2020-01-01,17,69.2491811091392,37.4956221184927,69.9284036952191,39.0752257760917,795679.0,27.7199763981522,24.4479414123379,28319.1535194,39075.2257760917,71906.8602817081,53870.9162050445,24539.9177623454,24630.8678974644,24447.9414123379,78949,2
